codigo_comuna,comuna_residencia,fecha,positividad
13115,lo barnechea,2020-03-18,0.14839308253865216
13116,lo espejo,2020-03-18,NA
13117,lo prado,2020-03-18,NA
9109,loncoche,2020-03-18,NA
8301,los angeles,2020-03-18,NA
6108,machali,2020-03-18,NA
13118,macul,2020-03-18,NA
13119,maipu,2020-03-18,0.048454179181514005
13501,melipilla,2020-03-18,NA
9111,nueva imperial,2020-03-18,0.3142857142857143
13120,nunoa,2020-03-18,0.16573353305315314
10301,osorno,2020-03-18,NA
13604,padre hurtado,2020-03-18,NA
9112,padre las casas,2020-03-18,0.23809523809523808
13404,paine,2020-03-18,NA
7404,parral,2020-03-18,NA
13121,pedro aguirre cerda,2020-03-18,NA
13605,penaflor,2020-03-18,NA
13122,penalolen,2020-03-18,0.09140066282923426
13123,providencia,2020-03-18,0.19440997386709122
13124,pudahuel,2020-03-18,0.26870748299319724
13201,puente alto,2020-03-18,NA
10101,puerto montt,2020-03-18,0.019047619047619046
10109,puerto varas,2020-03-18,NA
12101,punta arenas,2020-03-18,NA
13125,quilicura,2020-03-18,0.27151360544217684
5801,quilpue,2020-03-18,NA
6114,quinta de tilcoco,2020-03-18,NA
13126,quinta normal,2020-03-18,NA
6101,rancagua,2020-03-18,NA
13127,recoleta,2020-03-18,NA
13128,renca,2020-03-18,NA
6116,requinoa,2020-03-18,NA
7108,rio claro,2020-03-18,NA
4204,salamanca,2020-03-18,NA
5601,san antonio,2020-03-18,NA
13401,san bernardo,2020-03-18,NA
16301,san carlos,2020-03-18,NA
16304,san fabian,2020-03-18,NA
6301,san fernando,2020-03-18,NA
13129,san joaquin,2020-03-18,NA
13203,san jose de maipo,2020-03-18,NA
13130,san miguel,2020-03-18,NA
16305,san nicolas,2020-03-18,NA
8108,san pedro de la paz,2020-03-18,NA
13131,san ramon,2020-03-18,NA
13101,santiago,2020-03-18,0.1888952555921703
5606,santo domingo,2020-03-18,NA
13601,talagante,2020-03-18,NA
7101,talca,2020-03-18,NA
8110,talcahuano,2020-03-18,NA
9101,temuco,2020-03-18,0.33446653014759326
2301,tocopilla,2020-03-18,NA
8111,tome,2020-03-18,NA
5101,valparaiso,2020-03-18,NA
9211,victoria,2020-03-18,NA
9119,vilcun,2020-03-18,NA
5804,villa alemana,2020-03-18,NA
9120,villarrica,2020-03-18,NA
5109,vina del mar,2020-03-18,NA
13132,vitacura,2020-03-18,0.19780300343175813
11201,aisen,2020-03-19,NA
5602,algarrobo,2020-03-19,NA
10202,ancud,2020-03-19,NA
2101,antofagasta,2020-03-19,0.025334271639690358
8202,arauco,2020-03-19,NA
15101,arica,2020-03-19,NA
13402,buin,2020-03-19,NA
16102,bulnes,2020-03-19,NA
2201,calama,2020-03-19,NA
10102,calbuco,2020-03-19,NA
13403,calera de tango,2020-03-19,NA
9102,carahue,2020-03-19,NA
5603,cartagena,2020-03-19,NA
13102,cerrillos,2020-03-19,NA
13103,cerro navia,2020-03-19,NA
8103,chiguayante,2020-03-19,0.1
16101,chillan,2020-03-19,0.1532114291158888
16103,chillan viejo,2020-03-19,NA
9121,cholchol,2020-03-19,NA
16302,coihueco,2020-03-19,NA
13301,colina,2020-03-19,0.12229480796936701
8101,concepcion,2020-03-19,0.1007385471671186
13104,conchali,2020-03-19,NA
3101,copiapo,2020-03-19,0.20108225108225108
4102,coquimbo,2020-03-19,NA
8102,coronel,2020-03-19,NA
9104,curarrehue,2020-03-19,NA
7301,curico,2020-03-19,0.06263736263736264
13105,el bosque,2020-03-19,0.012987012987012988
13602,el monte,2020-03-19,NA
13106,estacion central,2020-03-19,0.06806722689075631
8105,hualqui,2020-03-19,0
13107,huechuraba,2020-03-19,0.13339517625231911
13108,independencia,2020-03-19,NA
5201,isla de pascua,2020-03-19,NA
13109,la cisterna,2020-03-19,0.06257631257631259
5504,la cruz,2020-03-19,NA
13110,la florida,2020-03-19,0.09863129020737717
13111,la granja,2020-03-19,NA
13113,la reina,2020-03-19,0.11985904079500141
14201,la union,2020-03-19,NA
8304,laja,2020-03-19,NA
13302,lampa,2020-03-19,NA
13114,las condes,2020-03-19,0.1428222221563328
9108,lautaro,2020-03-19,NA
5802,limache,2020-03-19,NA
13115,lo barnechea,2020-03-19,0.12617086031642993
13116,lo espejo,2020-03-19,NA
13117,lo prado,2020-03-19,NA
9109,loncoche,2020-03-19,NA
8301,los angeles,2020-03-19,NA
8106,lota,2020-03-19,NA
6108,machali,2020-03-19,NA
13118,macul,2020-03-19,NA
13119,maipu,2020-03-19,0.05296545737700273
13501,melipilla,2020-03-19,NA
9111,nueva imperial,2020-03-19,NA
13120,nunoa,2020-03-19,0.17892034623996633
10301,osorno,2020-03-19,NA
13604,padre hurtado,2020-03-19,NA
9112,padre las casas,2020-03-19,0.2857142857142857
13404,paine,2020-03-19,NA
7404,parral,2020-03-19,NA
13121,pedro aguirre cerda,2020-03-19,NA
13605,penaflor,2020-03-19,NA
13122,penalolen,2020-03-19,0.09437685330542474
9114,pitrufquen,2020-03-19,NA
13123,providencia,2020-03-19,0.20461405549974426
13124,pudahuel,2020-03-19,0.28169449598021024
13201,puente alto,2020-03-19,0.10228004740683953
10101,puerto montt,2020-03-19,0.019047619047619046
10109,puerto varas,2020-03-19,NA
12101,punta arenas,2020-03-19,NA
13125,quilicura,2020-03-19,0.12865646258503402
5801,quilpue,2020-03-19,NA
6114,quinta de tilcoco,2020-03-19,NA
13126,quinta normal,2020-03-19,0.29128014842300554
6101,rancagua,2020-03-19,NA
13127,recoleta,2020-03-19,0.169958988380041
13128,renca,2020-03-19,NA
6116,requinoa,2020-03-19,NA
7108,rio claro,2020-03-19,NA
4204,salamanca,2020-03-19,NA
5601,san antonio,2020-03-19,NA
13401,san bernardo,2020-03-19,NA
16301,san carlos,2020-03-19,NA
16304,san fabian,2020-03-19,NA
6301,san fernando,2020-03-19,NA
13129,san joaquin,2020-03-19,NA
13203,san jose de maipo,2020-03-19,NA
13130,san miguel,2020-03-19,0.14110597005333847
16305,san nicolas,2020-03-19,NA
8108,san pedro de la paz,2020-03-19,NA
13131,san ramon,2020-03-19,NA
13101,santiago,2020-03-19,0.18617416715679616
5606,santo domingo,2020-03-19,NA
13601,talagante,2020-03-19,NA
7101,talca,2020-03-19,0.13095238095238096
8110,talcahuano,2020-03-19,NA
9101,temuco,2020-03-19,0.3594665301475933
2301,tocopilla,2020-03-19,NA
8111,tome,2020-03-19,NA
14101,valdivia,2020-03-19,NA
5101,valparaiso,2020-03-19,NA
9211,victoria,2020-03-19,NA
9119,vilcun,2020-03-19,NA
5804,villa alemana,2020-03-19,NA
9120,villarrica,2020-03-19,NA
5109,vina del mar,2020-03-19,0.164002664002664
13132,vitacura,2020-03-19,0.17273011713438205
11201,aisen,2020-03-20,NA
5602,algarrobo,2020-03-20,NA
10202,ancud,2020-03-20,NA
2101,antofagasta,2020-03-20,0.05130829761371633
8202,arauco,2020-03-20,NA
15101,arica,2020-03-20,NA
13402,buin,2020-03-20,NA
16102,bulnes,2020-03-20,NA
12201,cabo de hornos,2020-03-20,NA
2201,calama,2020-03-20,NA
10102,calbuco,2020-03-20,NA
13403,calera de tango,2020-03-20,NA
9102,carahue,2020-03-20,NA
5603,cartagena,2020-03-20,NA
13102,cerrillos,2020-03-20,NA
13103,cerro navia,2020-03-20,NA
8103,chiguayante,2020-03-20,0.028571428571428574
16101,chillan,2020-03-20,0.1604143102683498
16103,chillan viejo,2020-03-20,NA
9121,cholchol,2020-03-20,NA
16302,coihueco,2020-03-20,NA
13301,colina,2020-03-20,0.12043145393209992
5103,con con,2020-03-20,NA
8101,concepcion,2020-03-20,0.11502426145283288
13104,conchali,2020-03-20,NA
3101,copiapo,2020-03-20,0.05822510822510823
4102,coquimbo,2020-03-20,NA
8102,coronel,2020-03-20,NA
9104,curarrehue,2020-03-20,NA
7301,curico,2020-03-20,0.06263736263736264
13105,el bosque,2020-03-20,0.048701298701298704
13602,el monte,2020-03-20,NA
13106,estacion central,2020-03-20,0.06806722689075631
8112,hualpen,2020-03-20,NA
8105,hualqui,2020-03-20,0
13107,huechuraba,2020-03-20,0.15125231910946196
13108,independencia,2020-03-20,0.16122448979591836
1101,iquique,2020-03-20,NA
5201,isla de pascua,2020-03-20,NA
13109,la cisterna,2020-03-20,0.06257631257631259
5504,la cruz,2020-03-20,NA
13110,la florida,2020-03-20,0.06307860759587103
13111,la granja,2020-03-20,NA
5401,la ligua,2020-03-20,NA
13113,la reina,2020-03-20,0.142415431772445
14201,la union,2020-03-20,NA
8304,laja,2020-03-20,NA
13302,lampa,2020-03-20,NA
13114,las condes,2020-03-20,0.14491096194999062
9108,lautaro,2020-03-20,NA
5802,limache,2020-03-20,NA
7401,linares,2020-03-20,NA
13115,lo barnechea,2020-03-20,0.16617086031642994
13116,lo espejo,2020-03-20,NA
13117,lo prado,2020-03-20,NA
9109,loncoche,2020-03-20,NA
5301,los andes,2020-03-20,NA
8301,los angeles,2020-03-20,NA
8106,lota,2020-03-20,NA
6108,machali,2020-03-20,NA
13118,macul,2020-03-20,0.09717887154861946
13119,maipu,2020-03-20,0.06725117166271702
13501,melipilla,2020-03-20,0.14285714285714285
9111,nueva imperial,2020-03-20,NA
13120,nunoa,2020-03-20,0.14806425380299154
10301,osorno,2020-03-20,NA
4301,ovalle,2020-03-20,NA
13604,padre hurtado,2020-03-20,NA
9112,padre las casas,2020-03-20,0.25
13404,paine,2020-03-20,NA
7404,parral,2020-03-20,NA
13121,pedro aguirre cerda,2020-03-20,NA
13605,penaflor,2020-03-20,NA
13122,penalolen,2020-03-20,0.08905103876908388
9114,pitrufquen,2020-03-20,NA
13123,providencia,2020-03-20,0.18222854627212978
9115,pucon,2020-03-20,NA
13124,pudahuel,2020-03-20,0.16481137909709337
13201,puente alto,2020-03-20,0.09400581572835254
10101,puerto montt,2020-03-20,0.03435374149659864
10109,puerto varas,2020-03-20,NA
12101,punta arenas,2020-03-20,0.20286237571951857
13125,quilicura,2020-03-20,0.14008503401360545
5801,quilpue,2020-03-20,NA
6114,quinta de tilcoco,2020-03-20,NA
13126,quinta normal,2020-03-20,0.24506166102804758
6101,rancagua,2020-03-20,NA
13127,recoleta,2020-03-20,0.12580314422419686
13128,renca,2020-03-20,NA
6116,requinoa,2020-03-20,NA
7108,rio claro,2020-03-20,NA
4204,salamanca,2020-03-20,NA
5601,san antonio,2020-03-20,NA
13401,san bernardo,2020-03-20,0.10134996582365004
16301,san carlos,2020-03-20,NA
16304,san fabian,2020-03-20,NA
5701,san felipe,2020-03-20,NA
6301,san fernando,2020-03-20,NA
13129,san joaquin,2020-03-20,NA
13203,san jose de maipo,2020-03-20,NA
13130,san miguel,2020-03-20,0.14824882719619561
16305,san nicolas,2020-03-20,NA
13505,san pedro,2020-03-20,NA
8108,san pedro de la paz,2020-03-20,NA
13131,san ramon,2020-03-20,0.07142857142857142
13101,santiago,2020-03-20,0.19569797668060568
5606,santo domingo,2020-03-20,NA
13601,talagante,2020-03-20,0.14285714285714285
7101,talca,2020-03-20,0.09523809523809523
8110,talcahuano,2020-03-20,NA
9101,temuco,2020-03-20,0.3766859179026953
13303,tiltil,2020-03-20,NA
2301,tocopilla,2020-03-20,NA
8111,tome,2020-03-20,NA
14101,valdivia,2020-03-20,NA
5101,valparaiso,2020-03-20,NA
9211,victoria,2020-03-20,0.2227891156462585
9119,vilcun,2020-03-20,NA
5804,villa alemana,2020-03-20,0.07787942763312221
9120,villarrica,2020-03-20,NA
5109,vina del mar,2020-03-20,0.10097745391863039
13132,vitacura,2020-03-20,0.18136434005431926
11201,aisen,2020-03-21,NA
5602,algarrobo,2020-03-21,NA
10202,ancud,2020-03-21,NA
2101,antofagasta,2020-03-21,0.06355319557290001
8202,arauco,2020-03-21,NA
15101,arica,2020-03-21,NA
13402,buin,2020-03-21,NA
16102,bulnes,2020-03-21,NA
12201,cabo de hornos,2020-03-21,NA
2201,calama,2020-03-21,NA
10102,calbuco,2020-03-21,NA
13403,calera de tango,2020-03-21,NA
9102,carahue,2020-03-21,NA
5603,cartagena,2020-03-21,NA
5102,casablanca,2020-03-21,NA
13102,cerrillos,2020-03-21,NA
13103,cerro navia,2020-03-21,NA
8103,chiguayante,2020-03-21,0.1238095238095238
16101,chillan,2020-03-21,0.2106073604614
16103,chillan viejo,2020-03-21,0.42857142857142855
9121,cholchol,2020-03-21,NA
16302,coihueco,2020-03-21,NA
13301,colina,2020-03-21,0.11598700948765547
5103,con con,2020-03-21,NA
8101,concepcion,2020-03-21,0.14359569002426145
13104,conchali,2020-03-21,0.22892187177901463
3101,copiapo,2020-03-21,0.022510822510822513
4102,coquimbo,2020-03-21,NA
8102,coronel,2020-03-21,0.27380952380952384
11101,coyhaique,2020-03-21,NA
13503,curacavi,2020-03-21,NA
9104,curarrehue,2020-03-21,NA
7301,curico,2020-03-21,0.06263736263736264
13105,el bosque,2020-03-21,0.06655844155844155
13602,el monte,2020-03-21,NA
13106,estacion central,2020-03-21,0.08592436974789916
14202,futrono,2020-03-21,NA
8112,hualpen,2020-03-21,NA
8105,hualqui,2020-03-21,0.028571428571428574
13107,huechuraba,2020-03-21,0.08747680890538033
13108,independencia,2020-03-21,0.10927643784786642
1101,iquique,2020-03-21,NA
5201,isla de pascua,2020-03-21,NA
13109,la cisterna,2020-03-21,0.06257631257631259
5504,la cruz,2020-03-21,NA
13110,la florida,2020-03-21,0.07827617598492877
13111,la granja,2020-03-21,NA
5401,la ligua,2020-03-21,NA
13113,la reina,2020-03-21,0.14955828891530215
14201,la union,2020-03-21,NA
8304,laja,2020-03-21,NA
13302,lampa,2020-03-21,NA
13114,las condes,2020-03-21,0.1298005396330592
9108,lautaro,2020-03-21,NA
5802,limache,2020-03-21,NA
7401,linares,2020-03-21,NA
5703,llaillay,2020-03-21,NA
13115,lo barnechea,2020-03-21,0.15486133650690612
13116,lo espejo,2020-03-21,NA
13117,lo prado,2020-03-21,NA
9109,loncoche,2020-03-21,NA
5301,los andes,2020-03-21,NA
8301,los angeles,2020-03-21,NA
4203,los vilos,2020-03-21,NA
8106,lota,2020-03-21,NA
6108,machali,2020-03-21,0.13095238095238096
13118,macul,2020-03-21,0.06860744297719087
13119,maipu,2020-03-21,0.08765933492802314
7105,maule,2020-03-21,NA
13501,melipilla,2020-03-21,0.07142857142857142
9111,nueva imperial,2020-03-21,NA
13120,nunoa,2020-03-21,0.14838420261118224
10301,osorno,2020-03-21,NA
4301,ovalle,2020-03-21,NA
13604,padre hurtado,2020-03-21,NA
9112,padre las casas,2020-03-21,NA
13404,paine,2020-03-21,0
7404,parral,2020-03-21,NA
13121,pedro aguirre cerda,2020-03-21,0.17857142857142858
13605,penaflor,2020-03-21,0.15
13122,penalolen,2020-03-21,0.11536682824276809
9114,pitrufquen,2020-03-21,NA
13123,providencia,2020-03-21,0.15235841640199993
9115,pucon,2020-03-21,NA
13124,pudahuel,2020-03-21,0.10254031682603111
13201,puente alto,2020-03-21,0.07284179456433137
10101,puerto montt,2020-03-21,0.04939133548156104
10109,puerto varas,2020-03-21,NA
12101,punta arenas,2020-03-21,0.14000523286237573
13125,quilicura,2020-03-21,0.04484693877551021
5501,quillota,2020-03-21,NA
5801,quilpue,2020-03-21,NA
6114,quinta de tilcoco,2020-03-21,NA
13126,quinta normal,2020-03-21,0.17363308959947615
5107,quintero,2020-03-21,NA
6101,rancagua,2020-03-21,0.1111111111111111
13127,recoleta,2020-03-21,0.14961266803372067
13128,renca,2020-03-21,NA
6116,requinoa,2020-03-21,NA
7108,rio claro,2020-03-21,NA
4204,salamanca,2020-03-21,NA
5601,san antonio,2020-03-21,NA
13401,san bernardo,2020-03-21,0.07583976174201738
16301,san carlos,2020-03-21,NA
16304,san fabian,2020-03-21,NA
5701,san felipe,2020-03-21,NA
6301,san fernando,2020-03-21,NA
16108,san ignacio,2020-03-21,NA
13129,san joaquin,2020-03-21,0.23917748917748918
13203,san jose de maipo,2020-03-21,0.09183673469387756
13130,san miguel,2020-03-21,0.12660380555117398
16305,san nicolas,2020-03-21,NA
13505,san pedro,2020-03-21,NA
8108,san pedro de la paz,2020-03-21,NA
13131,san ramon,2020-03-21,0
13101,santiago,2020-03-21,0.18357676455939356
5606,santo domingo,2020-03-21,NA
13601,talagante,2020-03-21,0
7101,talca,2020-03-21,0.09523809523809523
8110,talcahuano,2020-03-21,NA
9101,temuco,2020-03-21,0.36167991550173495
13303,tiltil,2020-03-21,NA
2301,tocopilla,2020-03-21,NA
8111,tome,2020-03-21,NA
14101,valdivia,2020-03-21,NA
5101,valparaiso,2020-03-21,NA
9211,victoria,2020-03-21,0.07993197278911565
9119,vilcun,2020-03-21,NA
5804,villa alemana,2020-03-21,0.08740323715693174
9120,villarrica,2020-03-21,NA
5109,vina del mar,2020-03-21,0.07376656956488889
13132,vitacura,2020-03-21,0.1606840679454757
11201,aisen,2020-03-22,NA
5602,algarrobo,2020-03-22,NA
10202,ancud,2020-03-22,NA
9201,angol,2020-03-22,NA
2101,antofagasta,2020-03-22,0.09385622587593032
8202,arauco,2020-03-22,NA
15101,arica,2020-03-22,0.06142647674905739
13402,buin,2020-03-22,0.04155844155844156
16102,bulnes,2020-03-22,NA
12201,cabo de hornos,2020-03-22,NA
2201,calama,2020-03-22,0.03571428571428571
10102,calbuco,2020-03-22,NA
13403,calera de tango,2020-03-22,NA
9102,carahue,2020-03-22,NA
5603,cartagena,2020-03-22,NA
5102,casablanca,2020-03-22,NA
13102,cerrillos,2020-03-22,0.08333333333333333
13103,cerro navia,2020-03-22,NA
8103,chiguayante,2020-03-22,0.16462585034013605
16101,chillan,2020-03-22,0.23270806677263264
16103,chillan viejo,2020-03-22,0.35714285714285715
9121,cholchol,2020-03-22,NA
16302,coihueco,2020-03-22,NA
13301,colina,2020-03-22,0.13571490064411806
5103,con con,2020-03-22,NA
8101,concepcion,2020-03-22,0.14084843727700871
13104,conchali,2020-03-22,0.09705373991088274
3101,copiapo,2020-03-22,0.022510822510822513
4102,coquimbo,2020-03-22,0.23119168616063027
8102,coronel,2020-03-22,0.17857142857142858
11101,coyhaique,2020-03-22,NA
13503,curacavi,2020-03-22,NA
9104,curarrehue,2020-03-22,NA
7301,curico,2020-03-22,0.03406593406593407
13105,el bosque,2020-03-22,0.1073747680890538
13602,el monte,2020-03-22,NA
13106,estacion central,2020-03-22,0.07933096315449258
14202,futrono,2020-03-22,NA
9107,gorbea,2020-03-22,NA
8112,hualpen,2020-03-22,NA
8105,hualqui,2020-03-22,0.028571428571428574
13107,huechuraba,2020-03-22,0.12557204700061844
13108,independencia,2020-03-22,0.09340342197485055
1101,iquique,2020-03-22,NA
5201,isla de pascua,2020-03-22,NA
13109,la cisterna,2020-03-22,0.08043345543345544
5504,la cruz,2020-03-22,NA
13110,la florida,2020-03-22,0.08177267948143227
13111,la granja,2020-03-22,0.10714285714285714
5401,la ligua,2020-03-22,NA
13113,la reina,2020-03-22,0.1683173076743209
14201,la union,2020-03-22,NA
8304,laja,2020-03-22,NA
13302,lampa,2020-03-22,NA
13114,las condes,2020-03-22,0.13202701920640358
9108,lautaro,2020-03-22,NA
5802,limache,2020-03-22,NA
7401,linares,2020-03-22,NA
5703,llaillay,2020-03-22,NA
13115,lo barnechea,2020-03-22,0.14957033121590083
13116,lo espejo,2020-03-22,NA
13117,lo prado,2020-03-22,0.09512987012987013
9109,loncoche,2020-03-22,NA
5301,los andes,2020-03-22,NA
8301,los angeles,2020-03-22,0.029852092352092352
4203,los vilos,2020-03-22,NA
8106,lota,2020-03-22,NA
6108,machali,2020-03-22,0.03571428571428571
13118,macul,2020-03-22,0.045648259303721496
13119,maipu,2020-03-22,0.10026437694482986
7105,maule,2020-03-22,NA
13501,melipilla,2020-03-22,0.14285714285714285
9111,nueva imperial,2020-03-22,NA
13120,nunoa,2020-03-22,0.1295425037694834
10301,osorno,2020-03-22,0.20100814673097825
4301,ovalle,2020-03-22,NA
13604,padre hurtado,2020-03-22,NA
9112,padre las casas,2020-03-22,NA
13404,paine,2020-03-22,NA
7404,parral,2020-03-22,NA
13121,pedro aguirre cerda,2020-03-22,0.03571428571428571
13605,penaflor,2020-03-22,0.07857142857142858
13122,penalolen,2020-03-22,0.12301988946725788
9114,pitrufquen,2020-03-22,NA
13123,providencia,2020-03-22,0.1416935052762593
9115,pucon,2020-03-22,NA
13124,pudahuel,2020-03-22,0.13550734979306409
13201,puente alto,2020-03-22,0.06699763872017553
10101,puerto montt,2020-03-22,0.07194772645900466
10109,puerto varas,2020-03-22,NA
12101,punta arenas,2020-03-22,0.13333856619570908
13125,quilicura,2020-03-22,0.07082096474953618
16107,quillon,2020-03-22,NA
5501,quillota,2020-03-22,NA
5801,quilpue,2020-03-22,0.0509203681472589
6114,quinta de tilcoco,2020-03-22,0.14285714285714285
13126,quinta normal,2020-03-22,0.18462210058848713
5107,quintero,2020-03-22,NA
6101,rancagua,2020-03-22,0.06349206349206349
13127,recoleta,2020-03-22,0.12580314422419686
13128,renca,2020-03-22,NA
6116,requinoa,2020-03-22,NA
14204,rio bueno,2020-03-22,NA
7108,rio claro,2020-03-22,NA
4204,salamanca,2020-03-22,NA
5601,san antonio,2020-03-22,0
13401,san bernardo,2020-03-22,0.07583976174201738
16301,san carlos,2020-03-22,NA
16304,san fabian,2020-03-22,NA
5701,san felipe,2020-03-22,NA
6301,san fernando,2020-03-22,NA
16108,san ignacio,2020-03-22,NA
13129,san joaquin,2020-03-22,0.2963203463203463
13203,san jose de maipo,2020-03-22,0.02040816326530612
13130,san miguel,2020-03-22,0.14565142459879302
16305,san nicolas,2020-03-22,NA
13505,san pedro,2020-03-22,NA
8108,san pedro de la paz,2020-03-22,NA
13131,san ramon,2020-03-22,0
13101,santiago,2020-03-22,0.14028672126935027
5606,santo domingo,2020-03-22,NA
13601,talagante,2020-03-22,0.07142857142857142
7101,talca,2020-03-22,0.21428571428571427
8110,talcahuano,2020-03-22,0.11394557823129252
9101,temuco,2020-03-22,0.35680978563160504
13303,tiltil,2020-03-22,NA
2301,tocopilla,2020-03-22,NA
8111,tome,2020-03-22,NA
14101,valdivia,2020-03-22,NA
5101,valparaiso,2020-03-22,0.15082396595001638
9211,victoria,2020-03-22,0.04529993815708101
9119,vilcun,2020-03-22,NA
5804,villa alemana,2020-03-22,0.10645085620455078
9120,villarrica,2020-03-22,NA
5109,vina del mar,2020-03-22,0.08109257689089622
13132,vitacura,2020-03-22,0.16918746930601994
11201,aisen,2020-03-23,NA
5602,algarrobo,2020-03-23,NA
10202,ancud,2020-03-23,NA
9201,angol,2020-03-23,NA
2101,antofagasta,2020-03-23,0.09878233425031455
8202,arauco,2020-03-23,0.42857142857142855
15101,arica,2020-03-23,0.02830959363217428
13402,buin,2020-03-23,0.012987012987012983
16102,bulnes,2020-03-23,NA
12201,cabo de hornos,2020-03-23,NA
2201,calama,2020-03-23,0.03571428571428571
10102,calbuco,2020-03-23,0.20476190476190476
13403,calera de tango,2020-03-23,NA
9102,carahue,2020-03-23,NA
5603,cartagena,2020-03-23,NA
5102,casablanca,2020-03-23,NA
13102,cerrillos,2020-03-23,0.08333333333333333
13103,cerro navia,2020-03-23,0.15344387755102043
8103,chiguayante,2020-03-23,0.16462585034013605
16101,chillan,2020-03-23,0.2362269563674716
16103,chillan viejo,2020-03-23,0.2857142857142857
9121,cholchol,2020-03-23,NA
6102,codegua,2020-03-23,NA
16302,coihueco,2020-03-23,NA
13301,colina,2020-03-23,0.14238680017316044
5103,con con,2020-03-23,NA
8101,concepcion,2020-03-23,0.1353539317825032
13104,conchali,2020-03-23,0.07664557664557663
3101,copiapo,2020-03-23,0.022510822510822513
4102,coquimbo,2020-03-23,0.08833454330348742
8102,coronel,2020-03-23,0.22142857142857142
11101,coyhaique,2020-03-23,NA
13503,curacavi,2020-03-23,NA
9104,curarrehue,2020-03-23,0.42857142857142855
7301,curico,2020-03-23,0.03406593406593407
13105,el bosque,2020-03-23,0.12935279006707578
13602,el monte,2020-03-23,NA
13106,estacion central,2020-03-23,0.06504524886877829
8104,florida,2020-03-23,NA
