Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,Tasa
Biobio,08,Florida,08104,11841.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,13.0,28.0,30.0,34.0,36.0,36.0,38.0,38.0,46.0,59.0,59.0,60.0,67.0,68.0,69.0,73.0,81.0,86.0,93,785.4
Biobio,08,Hualpen,08112,97273.0,0.0,39.0,50.0,67.0,74.0,83.0,93.0,65.0,70.0,77.0,103.0,104.0,103.0,115.0,120.0,123.0,130.0,133.0,142.0,146.0,152.0,159.0,175.0,184.0,199.0,217.0,262.0,300.0,407.0,436.0,498.0,555.0,617.0,647.0,655.0,703.0,733.0,765.0,801.0,859.0,905.0,989.0,1033.0,1105.0,1182.0,1290,1326.2
Biobio,08,Hualqui,08105,26201.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,9.0,13.0,15.0,19.0,19.0,20.0,20.0,20.0,21.0,22.0,24.0,27.0,33.0,42.0,43.0,46.0,50.0,53.0,56.0,79.0,111.0,136.0,142.0,156.0,161.0,171.0,178.0,193.0,199.0,206.0,217.0,230.0,253.0,287.0,304.0,319.0,347.0,363.0,382,1458.0
Biobio,08,Laja,08304,23873.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,10.0,12.0,12.0,12.0,15.0,24.0,42.0,51.0,54.0,57.0,59.0,62.0,67.0,67.0,72.0,76.0,84.0,95.0,110.0,131.0,128.0,139.0,149.0,154.0,158.0,165.0,175.0,182.0,186.0,191.0,191.0,192.0,196.0,199.0,200.0,197,825.2
Biobio,08,Lebu,08201,27100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,9.0,11.0,20.0,27.0,28.0,30.0,30.0,32.0,32.0,32.0,36.0,39.0,43.0,43.0,44.0,48.0,53.0,58.0,61.0,61.0,70.0,73,269.4
Biobio,08,Los Alamos,08206,22524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,17.0,47.0,64.0,71.0,85.0,94.0,99.0,104.0,110.0,122.0,132.0,136.0,140.0,148.0,159.0,175.0,179.0,182.0,185.0,198,879.1
Biobio,08,Los Angeles,08301,218515.0,11.0,15.0,12.0,17.0,22.0,22.0,22.0,25.0,26.0,30.0,31.0,31.0,31.0,31.0,33.0,45.0,71.0,96.0,137.0,160.0,208.0,236.0,295.0,327.0,368.0,400.0,468.0,559.0,678.0,736.0,815.0,885.0,933.0,1009.0,1058.0,1085.0,1120.0,1177.0,1215.0,1242.0,1258.0,1291.0,1316.0,1355.0,1392.0,1449,663.1
Biobio,08,Lota,08106,45750.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,13.0,15.0,24.0,32.0,35.0,44.0,54.0,61.0,70.0,80.0,88.0,122.0,164.0,219.0,254.0,288.0,320.0,342.0,357.0,368.0,389.0,405.0,434.0,455.0,483.0,498.0,523.0,542.0,565.0,588.0,614,1342.1
Biobio,08,Mulchen,08305,31041.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,11.0,11.0,11.0,14.0,20.0,22.0,24.0,27.0,27.0,29.0,35.0,52.0,62.0,72.0,94.0,104.0,122.0,125.0,127.0,128.0,131.0,133.0,137.0,142.0,146.0,158.0,159.0,186.0,198,637.9
Biobio,08,Nacimiento,08306,27944.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,16.0,20.0,21.0,24.0,28.0,32.0,35.0,37.0,38.0,42.0,46.0,58.0,66.0,87.0,107.0,113.0,133.0,150.0,154.0,156.0,156.0,157.0,163.0,166.0,166.0,170.0,173.0,174.0,181.0,191.0,204.0,219,783.7
Biobio,08,Negrete,08307,10429.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,9.0,16.0,25.0,27.0,30.0,39.0,39.0,43.0,58.0,65.0,73.0,84.0,103.0,107.0,106.0,110.0,119.0,123.0,126.0,131.0,132.0,132.0,132.0,134.0,136.0,146.0,150.0,163.0,170.0,178,1706.8
Biobio,08,Penco,08107,49865.0,0.0,0.0,0.0,5.0,5.0,5.0,9.0,11.0,12.0,15.0,17.0,18.0,19.0,20.0,20.0,21.0,22.0,23.0,24.0,26.0,33.0,37.0,45.0,63.0,82.0,103.0,167.0,209.0,236.0,258.0,304.0,326.0,356.0,377.0,375.0,400.0,425.0,466.0,498.0,550.0,588.0,666.0,709.0,787.0,835.0,905,1814.9
Biobio,08,Quilaco,08308,4179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,6.0,7.0,10.0,11.0,11.0,12.0,12.0,15.0,15.0,16.0,16.0,19.0,20.0,24.0,25.0,27.0,27.0,28.0,28.0,28,670.0
Biobio,08,Quilleco,08309,10032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,6.0,6.0,7.0,9.0,12.0,16.0,19.0,33.0,36.0,39.0,42.0,45.0,48.0,50.0,61.0,63.0,70.0,74.0,78.0,79.0,82.0,86,857.3
Biobio,08,San Pedro de la Paz,08108,145906.0,18.0,50.0,56.0,63.0,71.0,73.0,80.0,75.0,75.0,85.0,99.0,99.0,100.0,106.0,109.0,112.0,117.0,119.0,133.0,147.0,183.0,197.0,216.0,236.0,279.0,318.0,388.0,473.0,552.0,579.0,625.0,699.0,723.0,774.0,816.0,859.0,892.0,942.0,976.0,1028.0,1072.0,1131.0,1189.0,1244.0,1304.0,1390,952.7
Biobio,08,San Rosendo,08310,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,12.0,16.0,20.0,21.0,28.0,29.0,30.0,34.0,34.0,34.0,34.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,37,1024.6
Biobio,08,Santa Barbara,08311,14592.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,13.0,14.0,18.0,26.0,34.0,40.0,43.0,45.0,50.0,72.0,87.0,90.0,93.0,96.0,105.0,110.0,117.0,118.0,126.0,137.0,148.0,151.0,153.0,161.0,164.0,168.0,177.0,184.0,189,1295.2
Biobio,08,Santa Juana,08109,14779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,8.0,16.0,21.0,45.0,53.0,62.0,62.0,67.0,71.0,73.0,75.0,84.0,86.0,86.0,86.0,90.0,91.0,94.0,98.0,101.0,104.0,108.0,123,832.3
Biobio,08,Talcahuano,08110,158345.0,0.0,23.0,29.0,36.0,45.0,46.0,56.0,82.0,85.0,97.0,90.0,95.0,103.0,109.0,118.0,127.0,136.0,143.0,161.0,167.0,189.0,206.0,244.0,262.0,289.0,313.0,422.0,520.0,614.0,661.0,718.0,847.0,902.0,968.0,1009.0,1113.0,1206.0,1307.0,1351.0,1470.0,1547.0,1639.0,1735.0,1867.0,1975.0,2156,1361.6
Biobio,08,Tirua,08207,11019.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,14.0,19.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,34.0,35.0,40.0,42.0,43.0,42.0,44,399.3
Biobio,08,Tome,08111,58729.0,4.0,6.0,9.0,25.0,30.0,30.0,37.0,37.0,37.0,41.0,50.0,50.0,50.0,49.0,50.0,63.0,67.0,71.0,73.0,75.0,79.0,85.0,96.0,107.0,135.0,145.0,215.0,260.0,299.0,310.0,318.0,331.0,333.0,344.0,351.0,373.0,384.0,415.0,452.0,502.0,544.0,602.0,652.0,733.0,781.0,838,1426.9
Biobio,08,Tucapel,08312,15205.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,8.0,12.0,24.0,35.0,49.0,50.0,67.0,82.0,111.0,122.0,124.0,134.0,138.0,143.0,147.0,146.0,149.0,151.0,156.0,156.0,158.0,163.0,165.0,165.0,172.0,172,1131.2
Biobio,08,Yumbel,08313,22132.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,10.0,14.0,14.0,14.0,14.0,19.0,24.0,27.0,32.0,35.0,37.0,44.0,57.0,82.0,98.0,110.0,129.0,170.0,188.0,200.0,202.0,202.0,203.0,212.0,214.0,232.0,235.0,240.0,241.0,243.0,246.0,246,1111.5
Biobio,08,Desconocido Biobio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,200.0,160.0,182.0,176.0,145.0,145.0,153.0,144.0,159.0,163.0,167.0,184.0,188.0,191.0,183.0,197.0,190.0,186.0,201,
Biobio,08,Total,,1663696.0,72.0,224.0,263.0,360.0,409.0,439.0,507.0,542.0,573.0,627.0,688.0,703.0,727.0,759.0,839.0,930.0,1034.0,1145.0,1313.0,1462.0,1783.0,2074.0,2374.0,2638.0,3077.0,3433.0,4869.0,5978.0,7107.0,7607.0,8288.0,9120.0,9621.0,10206.0,10601.0,11186.0,11700.0,12332.0,12825.0,13600.0,14213.0,15053.0,15741.0,16675.0,17552.0,18735.0,35970.99999999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Araucania,09,Angol,09201,56058.0,7.0,13.0,12.0,15.0,23.0,24.0,28.0,36.0,38.0,51.0,75.0,80.0,106.0,110.0,112.0,118.0,122.0,124.0,127.0,138.0,149.0,157.0,172.0,185.0,226.0,262.0,292.0,331.0,349.0,360.0,381.0,408.0,418.0,433.0,437.0,451.0,464.0,486.0,495.0,508.0,528.0,537.0,554.0,554.0,565.0,580,1034.6
La Araucania,09,Carahue,09102,25486.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0,20.0,22.0,26.0,30.0,31.0,30.0,34.0,35.0,36.0,35.0,36.0,39.0,45.0,50.0,53.0,63.0,69.0,68.0,69.0,70.0,80.0,82.0,82.0,82.0,84.0,85.0,87.0,87.0,88.0,94.0,103.0,105.0,118.0,120.0,121.0,130.0,140.0,142.0,149,584.6
La Araucania,09,Cholchol,09121,12341.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,16.0,22.0,24.0,24.0,25.0,26.0,25.0,25.0,24.0,26.0,31.0,32.0,32.0,36.0,36.0,38.0,39.0,39.0,39.0,40.0,40.0,40.0,41.0,42,340.3
La Araucania,09,Collipulli,09202,26148.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,4.0,6.0,6.0,6.0,7.0,12.0,20.0,26.0,29.0,30.0,34.0,38.0,41.0,45.0,53.0,57.0,60.0,65.0,67.0,68.0,68.0,69.0,69.0,70.0,71.0,76.0,88.0,109.0,136.0,163.0,175.0,204.0,224,856.7
La Araucania,09,Cunco,09103,18055.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,20.0,26.0,29.0,29.0,31.0,39.0,45.0,49.0,49.0,51.0,56.0,57.0,57.0,62.0,64.0,74.0,80.0,82.0,83.0,85.0,87.0,89.0,92.0,101.0,106.0,122.0,122.0,126,697.9
La Araucania,09,Curacautin,09203,18178.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,18.0,23.0,23.0,23.0,23.0,25.0,25.0,25.0,30.0,30.0,31.0,31.0,33.0,34.0,34.0,34.0,35.0,35.0,40.0,41.0,43,236.5
La Araucania,09,Curarrehue,09104,7802.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,64.1
La Araucania,09,Ercilla,09204,8458.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,7.0,8.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,16.0,16.0,16.0,16.0,18.0,20.0,20.0,19.0,19.0,19.0,20.0,23.0,29.0,29.0,30.0,42.0,55.0,55.0,58.0,61.0,67.0,68.0,88.0,88.0,91,1075.9
La Araucania,09,Freire,09105,25446.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,19.0,26.0,29.0,40.0,57.0,66.0,73.0,81.0,90.0,95.0,104.0,108.0,107.0,112.0,111.0,112.0,112.0,113.0,116.0,119.0,122.0,124.0,123.0,126.0,125.0,125.0,125.0,126.0,126.0,129,507.0
La Araucania,09,Galvarino,09106,12633.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,8.0,17.0,47.0,61.0,87.0,97.0,113.0,114.0,116.0,119.0,130.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,135.0,134.0,134.0,134.0,134.0,134.0,134.0,134,1060.7
La Araucania,09,Gorbea,09107,15148.0,4.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,20.0,25.0,30.0,33.0,38.0,40.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,45.0,45.0,45.0,45.0,45.0,46,303.7
La Araucania,09,Lautaro,09108,40746.0,0.0,8.0,10.0,16.0,19.0,19.0,22.0,25.0,27.0,30.0,34.0,38.0,38.0,40.0,45.0,53.0,55.0,55.0,56.0,61.0,66.0,78.0,89.0,94.0,99.0,102.0,108.0,111.0,122.0,121.0,125.0,124.0,124.0,130.0,135.0,150.0,156.0,166.0,171.0,174.0,174.0,183.0,185.0,200.0,206.0,216,530.1
La Araucania,09,Loncoche,09109,24739.0,0.0,0.0,4.0,4.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,10.0,18.0,18.0,20.0,20.0,20.0,20.0,21.0,21.0,35.0,41.0,46.0,46.0,49.0,49.0,66.0,70.0,70.0,77.0,81.0,82.0,83.0,83.0,84.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,82,331.5
La Araucania,09,Lonquimay,09205,11049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,18.0,31.0,55.0,60.0,61.0,61.0,62.0,64.0,66.0,66.0,69.0,72.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72,651.6
La Araucania,09,Los Sauces,09206,7517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,7.0,7.0,8.0,9.0,9.0,10.0,18.0,21.0,21.0,21.0,21.0,22.0,23.0,37.0,54.0,59.0,59.0,59.0,59.0,59.0,60.0,60,798.2
La Araucania,09,Lumaco,09207,10050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,11.0,14.0,14.0,14.0,15.0,28.0,31.0,42.0,39.0,41.0,40.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,44.0,44.0,44.0,44,437.8
La Araucania,09,Melipeuco,09110,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,14.0,15.0,19,303.3
La Araucania,09,Nueva Imperial,09111,33777.0,0.0,0.0,11.0,16.0,20.0,22.0,25.0,32.0,34.0,37.0,36.0,44.0,47.0,47.0,41.0,44.0,52.0,52.0,52.0,53.0,54.0,55.0,56.0,64.0,80.0,89.0,100.0,109.0,112.0,117.0,124.0,125.0,127.0,127.0,128.0,130.0,131.0,133.0,134.0,139.0,141.0,143.0,150.0,157.0,157.0,159,470.7
La Araucania,09,Padre Las Casas,09112,82110.0,9.0,14.0,33.0,44.0,49.0,49.0,49.0,52.0,58.0,71.0,78.0,87.0,98.0,99.0,100.0,101.0,115.0,119.0,127.0,135.0,143.0,154.0,163.0,165.0,166.0,168.0,176.0,181.0,180.0,183.0,188.0,202.0,203.0,207.0,212.0,215.0,218.0,224.0,227.0,229.0,233.0,242.0,252.0,251.0,262.0,261,317.9
La Araucania,09,Perquenco,09113,7223.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,15.0,15.0,16.0,23.0,26.0,35.0,39.0,39.0,40.0,42.0,43.0,43.0,44.0,43.0,44.0,44.0,44.0,55.0,57.0,61.0,63.0,73,1010.7
La Araucania,09,Pitrufquen,09114,26096.0,4.0,6.0,7.0,11.0,12.0,12.0,16.0,18.0,17.0,19.0,19.0,19.0,20.0,20.0,18.0,18.0,18.0,20.0,25.0,33.0,41.0,47.0,58.0,63.0,68.0,70.0,74.0,81.0,92.0,98.0,92.0,92.0,93.0,95.0,95.0,97.0,99.0,100.0,103.0,105.0,106.0,106.0,106.0,108.0,109.0,115,440.7
La Araucania,09,Pucon,09115,29782.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,6.0,10.0,11.0,12.0,14.0,14.0,14.0,16.0,16.0,17.0,18.0,19.0,24.0,27.0,36.0,50.0,52.0,55.0,60.0,69.0,73.0,72.0,73.0,71.0,71.0,72.0,78.0,79.0,79.0,79.0,85.0,88.0,90.0,93.0,93.0,93.0,93.0,93.0,94,315.6
La Araucania,09,Puren,09208,12188.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,14.0,19.0,21.0,23.0,24.0,24.0,26.0,30.0,35.0,38.0,38.0,42.0,44.0,45.0,45.0,46.0,46.0,46.0,46.0,46,377.4
La Araucania,09,Renaico,09209,10833.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,12.0,12.0,14.0,16.0,19.0,21.0,22.0,25.0,25.0,26.0,26.0,29.0,32.0,38.0,54.0,60.0,49.0,49.0,52.0,53.0,53.0,53.0,57.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62,572.3
La Araucania,09,Saavedra,09116,12793.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,15.0,16.0,24.0,33.0,42.0,52.0,67.0,74.0,80.0,82.0,84.0,87.0,87.0,91.0,92.0,95.0,99.0,100.0,98.0,98.0,96.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98,766.0
La Araucania,09,Temuco,09101,302931.0,154.0,225.0,293.0,365.0,407.0,443.0,471.0,506.0,547.0,605.0,644.0,665.0,673.0,683.0,711.0,734.0,752.0,782.0,793.0,812.0,824.0,830.0,838.0,849.0,857.0,871.0,897.0,926.0,951.0,968.0,993.0,1033.0,1052.0,1080.0,1097.0,1121.0,1150.0,1182.0,1223.0,1283.0,1299.0,1320.0,1324.0,1358.0,1376.0,1393,459.8
La Araucania,09,Teodoro Schmidt,09117,15786.0,0.0,4.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,8.0,10.0,10.0,10.0,10.0,11.0,24.0,34.0,33.0,34.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31,196.4
La Araucania,09,Tolten,09118,10055.0,0.0,0.0,4.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,16.0,16.0,16.0,18.0,18.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18,179.0
La Araucania,09,Traiguen,09210,19314.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,8.0,9.0,9.0,9.0,15.0,19.0,22.0,28.0,36.0,39.0,44.0,46.0,47.0,49.0,49.0,49.0,49.0,51.0,53.0,57.0,58.0,58.0,60.0,63.0,64.0,64.0,64.0,64,331.4
La Araucania,09,Victoria,09211,35467.0,5.0,7.0,11.0,12.0,15.0,15.0,15.0,13.0,13.0,28.0,55.0,58.0,70.0,71.0,78.0,78.0,80.0,80.0,81.0,84.0,90.0,93.0,113.0,120.0,134.0,153.0,165.0,160.0,161.0,161.0,171.0,172.0,174.0,177.0,181.0,190.0,197.0,204.0,206.0,214.0,215.0,218.0,223.0,239.0,242.0,253,713.3
La Araucania,09,Vilcun,09119,30766.0,4.0,5.0,11.0,18.0,20.0,20.0,24.0,27.0,29.0,37.0,39.0,39.0,44.0,45.0,48.0,50.0,58.0,60.0,63.0,70.0,83.0,91.0,92.0,96.0,100.0,102.0,105.0,106.0,116.0,124.0,118.0,120.0,125.0,126.0,127.0,134.0,141.0,146.0,149.0,156.0,162.0,177.0,183.0,194.0,195.0,202,656.6
La Araucania,09,Villarrica,09120,59103.0,,4.0,6.0,11.0,15.0,15.0,18.0,19.0,17.0,18.0,19.0,19.0,20.0,20.0,21.0,22.0,21.0,22.0,22.0,23.0,25.0,31.0,33.0,35.0,41.0,49.0,58.0,71.0,90.0,97.0,98.0,98.0,100.0,103.0,104.0,103.0,105.0,107.0,106.0,107.0,109.0,109.0,110.0,110.0,110.0,110,186.1
La Araucania,09,Desconocido Araucania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,8.0,8.0,9.0,8.0,9.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,1,
La Araucania,09,Total,,1014343.0,187.0,292.0,414.0,541.0,628.0,680.0,758.0,823.0,884.0,1021.0,1144.0,1201.0,1290.0,1325.0,1399.0,1462.0,1556.0,1633.0,1732.0,1851.0,1981.0,2102.0,2279.0,2402.0,2572.0,2722.0,2966.0,3135.0,3272.0,3366.0,3444.0,3555.0,3622.0,3713.0,3769.0,3865.0,3965.0,4115.0,4217.0,4359.0,4450.0,4579.0,4678.0,4834.0,4921.0,5042.0,16808.399999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Rios,14,Corral,14102,5447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,18.0,20.0,22.0,22.0,23.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26,477.3
Los Rios,14,Futrono,14202,15261.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,15.0,24.0,30.0,34.0,40.0,43.0,53.0,53.0,56.0,58.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62,406.3
Los Rios,14,La Union,14201,39538.0,0.0,9.0,10.0,17.0,18.0,18.0,18.0,23.0,23.0,21.0,27.0,29.0,32.0,39.0,40.0,40.0,40.0,41.0,42.0,42.0,43.0,44.0,48.0,52.0,59.0,66.0,76.0,79.0,87.0,88.0,93.0,87.0,89.0,95.0,98.0,99.0,101.0,100.0,102.0,106.0,107.0,107.0,107.0,105.0,105.0,108,273.2
Los Rios,14,Lago Ranco,14203,10292.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8,77.7
Los Rios,14,Lanco,14103,17652.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,15.0,21.0,23.0,26.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,30.0,30.0,32.0,32.0,32.0,38.0,42.0,43,243.6
Los Rios,14,Los Lagos,14104,20518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,22.0,23.0,24.0,38.0,57.0,59.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,64,311.9
