Dato,Fecha,Total
Casos nuevos totales,2020-08-20,1813.0
Casos activos por FD,2020-08-20,25178.0
Casos activos por FIS,2020-08-20,15116.0
Casos recuperados por FIS,2020-08-20,366062.0
Casos recuperados por FD,2020-08-20,356000.0
Casos confirmados recuperados,2020-08-20,366063.0
Casos activos confirmados,2020-08-20,
Casos probables acumulados,2020-08-20,46657.0
Casos activos probables,2020-08-20,3189.0
Casos nuevos sin notificar,2020-08-20,95.0
Casos nuevos con sintomas,2020-08-21,1328.0
Casos totales,2020-08-21,393769.0
Casos recuperados,2020-08-21,
Fallecidos,2020-08-21,10723.0
Casos activos,2020-08-21,15149.0
Casos nuevos sin sintomas,2020-08-21,496.0
Casos nuevos totales,2020-08-21,1920.0
Casos activos por FD,2020-08-21,24944.0
Casos activos por FIS,2020-08-21,15149.0
Casos recuperados por FIS,2020-08-21,367897.0
Casos recuperados por FD,2020-08-21,358102.0
Casos confirmados recuperados,2020-08-21,367897.0
Casos activos confirmados,2020-08-21,
Casos probables acumulados,2020-08-21,47054.0
Casos activos probables,2020-08-21,3290.0
Casos nuevos sin notificar,2020-08-21,96.0
Casos nuevos con sintomas,2020-08-22,1267.0
Casos totales,2020-08-22,395708.0
Casos recuperados,2020-08-22,
Fallecidos,2020-08-22,10792.0
Casos activos,2020-08-22,15186.0
Casos nuevos sin sintomas,2020-08-22,600.0
Casos nuevos totales,2020-08-22,1926.0
Casos activos por FD,2020-08-22,24685.0
Casos activos por FIS,2020-08-22,15186.0
Casos recuperados por FIS,2020-08-22,369730.0
Casos recuperados por FD,2020-08-22,360231.0
Casos confirmados recuperados,2020-08-22,369730.0
Casos activos confirmados,2020-08-22,
Casos probables acumulados,2020-08-22,47408.0
Casos activos probables,2020-08-22,3333.0
Casos nuevos sin notificar,2020-08-22,59.0
Casos nuevos con sintomas,2020-08-23,1315.0
Casos totales,2020-08-23,397665.0
Casos recuperados,2020-08-23,
Fallecidos,2020-08-23,10852.0
Casos activos,2020-08-23,15634.0
Casos nuevos sin sintomas,2020-08-23,554.0
Casos nuevos totales,2020-08-23,1942.0
Casos activos por FD,2020-08-23,24609.0
Casos activos por FIS,2020-08-23,15634.0
Casos recuperados por FIS,2020-08-23,371179.0
Casos recuperados por FD,2020-08-23,362204.0
Casos confirmados recuperados,2020-08-23,371179.0
Casos activos confirmados,2020-08-23,
Casos probables acumulados,2020-08-23,47879.0
Casos activos probables,2020-08-23,3459.0
Casos nuevos sin notificar,2020-08-23,73.0
Casos nuevos con sintomas,2020-08-24,1265.0
Casos totales,2020-08-24,399568.0
Casos recuperados,2020-08-24,
Fallecidos,2020-08-24,10916.0
Casos activos,2020-08-24,16188.0
Casos nuevos sin sintomas,2020-08-24,580.0
Casos nuevos totales,2020-08-24,1903.0
Casos activos por FD,2020-08-24,24524.0
Casos activos por FIS,2020-08-24,16188.0
Casos recuperados por FIS,2020-08-24,372464.0
Casos recuperados por FD,2020-08-24,364128.0
Casos confirmados recuperados,2020-08-24,372464.0
Casos activos confirmados,2020-08-24,
Casos probables acumulados,2020-08-24,47959.0
Casos activos probables,2020-08-24,3240.0
Casos nuevos sin notificar,2020-08-24,58.0
Casos nuevos con sintomas,2020-08-25,887.0
Casos totales,2020-08-25,400985.0
Casos recuperados,2020-08-25,
Fallecidos,2020-08-25,10958.0
Casos activos,2020-08-25,15564.0
Casos nuevos sin sintomas,2020-08-25,473.0
Casos nuevos totales,2020-08-25,1406.0
Casos activos por FD,2020-08-25,24369.0
Casos activos por FIS,2020-08-25,15564.0
Casos recuperados por FIS,2020-08-25,374463.0
Casos recuperados por FD,2020-08-25,365658.0
Casos confirmados recuperados,2020-08-25,374463.0
Casos activos confirmados,2020-08-25,
Casos probables acumulados,2020-08-25,48096.0
Casos activos probables,2020-08-25,2933.0
Casos nuevos sin notificar,2020-08-25,46.0
Casos nuevos con sintomas,2020-08-26,993.0
Casos totales,2020-08-26,402365.0
Casos recuperados,2020-08-26,
Fallecidos,2020-08-26,10990.0
Casos activos,2020-08-26,15107.0
Casos nuevos sin sintomas,2020-08-26,316.0
Casos nuevos totales,2020-08-26,1371.0
Casos activos por FD,2020-08-26,24197.0
Casos activos por FIS,2020-08-26,15107.0
Casos recuperados por FIS,2020-08-26,376268.0
Casos recuperados por FD,2020-08-26,367178.0
Casos confirmados recuperados,2020-08-26,376268.0
Casos activos confirmados,2020-08-26,
Casos probables acumulados,2020-08-26,48588.0
Casos activos probables,2020-08-26,3074.0
Casos nuevos sin notificar,2020-08-26,62.0
Casos nuevos con sintomas,2020-08-27,1197.0
Casos totales,2020-08-27,404102.0
Casos recuperados,2020-08-27,
Fallecidos,2020-08-27,11072.0
Casos activos,2020-08-27,15108.0
Casos nuevos sin sintomas,2020-08-27,450.0
Casos nuevos totales,2020-08-27,1739.0
Casos activos por FD,2020-08-27,24068.0
Casos activos por FIS,2020-08-27,15108.0
Casos recuperados por FIS,2020-08-27,377922.0
Casos recuperados por FD,2020-08-27,368962.0
Casos confirmados recuperados,2020-08-27,377922.0
Casos activos confirmados,2020-08-27,
Casos probables acumulados,2020-08-27,48517.0
Casos activos probables,2020-08-27,2728.0
Casos nuevos sin notificar,2020-08-27,92.0
Casos nuevos con sintomas,2020-08-28,1227.0
Casos totales,2020-08-28,405972.0
Casos recuperados,2020-08-28,
Fallecidos,2020-08-28,11132.0
Casos activos,2020-08-28,15388.0
Casos nuevos sin sintomas,2020-08-28,543.0
Casos nuevos totales,2020-08-28,1868.0
Casos activos por FD,2020-08-28,23861.0
Casos activos por FIS,2020-08-28,15388.0
Casos recuperados por FIS,2020-08-28,379452.0
Casos recuperados por FD,2020-08-28,370979.0
Casos confirmados recuperados,2020-08-28,379452.0
Casos activos confirmados,2020-08-28,
Casos probables acumulados,2020-08-28,49622.0
Casos activos probables,2020-08-28,3518.0
Casos nuevos sin notificar,2020-08-28,98.0
Casos nuevos con sintomas,2020-08-29,1330
Casos totales,2020-08-29,408009
Casos recuperados,2020-08-29,
Fallecidos,2020-08-29,11181
Casos activos,2020-08-29,15645
Casos nuevos sin sintomas,2020-08-29,645
Casos nuevos totales,2020-08-29,2033
Casos activos por FD,2020-08-29,24107.0
Casos activos por FIS,2020-08-29,15645
Casos recuperados por FIS,2020-08-29,381183
Casos recuperados por FD,2020-08-29,372721.0
Casos confirmados recuperados,2020-08-29,381183.0
Casos activos confirmados,2020-08-29,
Casos probables acumulados,2020-08-29,49954.0
Casos activos probables,2020-08-29,3595.0
Casos nuevos sin notificar,2020-08-29,58.0
