Semana,Inicio_semana,Fin_semana,Origen,Cod_region_origen,Region_origen,Destino,Cod_region_destino,Region_destino,Operaciones,Pasajeros
23,2020-06-01,2020-06-07,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,3.0,169.0
24,2020-06-08,2020-06-14,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,5.0,150.0
25,2020-06-15,2020-06-21,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,5.0,183.0
26,2020-06-22,2020-06-28,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,5.0,141.0
27,2020-06-29,2020-07-05,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,2.0,43.0
27,2020-06-29,2020-07-05,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,5.0,152.0
28,2020-07-06,2020-07-12,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,7.0,267.0
29,2020-07-13,2020-07-19,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,4.0,146.0
30,2020-07-20,2020-07-26,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,5.0,280.0
31,2020-07-27,2020-08-02,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,5.0,206.0
31,2020-07-27,2020-08-02,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,1.0,104.0
32,2020-08-03,2020-08-09,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,6.0,297.0
33,2020-08-10,2020-08-16,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,7.0,285.0
34,2020-08-17,2020-08-23,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,7.0,333.0
1,2020-01-01,2020-01-05,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,20.0,2758.0
2,2020-01-06,2020-01-12,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,29.0,3947.0
3,2020-01-13,2020-01-19,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,29.0,4027.0
4,2020-01-20,2020-01-26,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,29.0,4030.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,21.0,2824.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,8.0,1233.0
6,2020-02-03,2020-02-09,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,29.0,4634.0
7,2020-02-10,2020-02-16,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,29.0,4521.0
8,2020-02-17,2020-02-23,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,29.0,4147.0
9,2020-02-24,2020-03-01,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,26.0,2914.0
9,2020-02-24,2020-03-01,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,351.0
10,2020-03-02,2020-03-08,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,21.0,2342.0
11,2020-03-09,2020-03-15,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,20.0,2383.0
12,2020-03-16,2020-03-22,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,16.0,2100.0
13,2020-03-23,2020-03-29,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,534.0
14,2020-03-30,2020-04-05,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,510.0
15,2020-04-06,2020-04-12,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,2.0,225.0
16,2020-04-13,2020-04-19,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,252.0
17,2020-04-20,2020-04-26,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,155.0
18,2020-04-27,2020-05-03,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,2.0,336.0
18,2020-04-27,2020-05-03,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,97.0
19,2020-05-04,2020-05-10,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,2.0,180.0
20,2020-05-11,2020-05-17,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,175.0
21,2020-05-18,2020-05-24,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,2.0,80.0
22,2020-05-25,2020-05-31,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,2.0,204.0
23,2020-06-01,2020-06-07,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,155.0
24,2020-06-08,2020-06-14,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,180.0
25,2020-06-15,2020-06-21,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,304.0
26,2020-06-22,2020-06-28,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,108.0
27,2020-06-29,2020-07-05,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,148.0
27,2020-06-29,2020-07-05,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,4.0,232.0
28,2020-07-06,2020-07-12,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,326.0
29,2020-07-13,2020-07-19,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,3.0,310.0
30,2020-07-20,2020-07-26,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,6.0,416.0
31,2020-07-27,2020-08-02,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,5.0,427.0
32,2020-08-03,2020-08-09,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,6.0,382.0
33,2020-08-10,2020-08-16,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,9.0,634.0
34,2020-08-17,2020-08-23,Punta Arenas,12,Magallanes,Puerto Montt,10,Los Lagos,6.0,361.0
1,2020-01-01,2020-01-05,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,86.0,13480.0
2,2020-01-06,2020-01-12,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,131.0,21335.0
3,2020-01-13,2020-01-19,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,131.0,21938.0
4,2020-01-20,2020-01-26,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,132.0,21901.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,92.0,15562.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,40.0,6430.0
6,2020-02-03,2020-02-09,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,137.0,23767.0
7,2020-02-10,2020-02-16,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,133.0,22217.0
8,2020-02-17,2020-02-23,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,142.0,22308.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,120.0,16391.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,22.0,2946.0
10,2020-03-02,2020-03-08,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,97.0,14916.0
11,2020-03-09,2020-03-15,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,91.0,14352.0
12,2020-03-16,2020-03-22,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,57.0,4490.0
13,2020-03-23,2020-03-29,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,16.0,845.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,3.0,246.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,6.0,467.0
15,2020-04-06,2020-04-12,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,10.0,561.0
16,2020-04-13,2020-04-19,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,10.0,758.0
17,2020-04-20,2020-04-26,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,8.0,732.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,6.0,639.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,6.0,639.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,3.0,202.0
19,2020-05-04,2020-05-10,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,6.0,638.0
20,2020-05-11,2020-05-17,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,6.0,540.0
21,2020-05-18,2020-05-24,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,5.0,261.0
22,2020-05-25,2020-05-31,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,5.0,297.0
23,2020-06-01,2020-06-07,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,7.0,434.0
24,2020-06-08,2020-06-14,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,9.0,447.0
25,2020-06-15,2020-06-21,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,9.0,420.0
26,2020-06-22,2020-06-28,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,9.0,432.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,4.0,195.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,6.0,341.0
28,2020-07-06,2020-07-12,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,12.0,623.0
29,2020-07-13,2020-07-19,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,11.0,527.0
30,2020-07-20,2020-07-26,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,12.0,720.0
31,2020-07-27,2020-08-02,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,10.0,538.0
31,2020-07-27,2020-08-02,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,1.0,150.0
32,2020-08-03,2020-08-09,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,13.0,778.0
33,2020-08-10,2020-08-16,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,13.0,808.0
34,2020-08-17,2020-08-23,Santiago,13,Metropolitana,Puerto Montt,10,Los Lagos,10.0,698.0
17,2020-04-20,2020-04-26,Temuco,9,Araucanía,Puerto Montt,10,Los Lagos,2.0,69.0
32,2020-08-03,2020-08-09,Temuco,9,Araucanía,Puerto Montt,10,Los Lagos,2.0,82.0
33,2020-08-10,2020-08-16,Temuco,9,Araucanía,Puerto Montt,10,Los Lagos,2.0,57.0
34,2020-08-17,2020-08-23,Temuco,9,Araucanía,Puerto Montt,10,Los Lagos,1.0,38.0
12,2020-03-16,2020-03-22,Puerto Natales,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,95.0
15,2020-04-06,2020-04-12,Puerto Natales,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,87.0
16,2020-04-13,2020-04-19,Puerto Natales,12,Magallanes,Puerto Montt,10,Los Lagos,1.0,86.0
4,2020-01-20,2020-01-26,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,319.0
5,2020-01-27,2020-02-02,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,313.0
6,2020-02-03,2020-02-09,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,340.0
7,2020-02-10,2020-02-16,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,312.0
8,2020-02-17,2020-02-23,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,269.0
9,2020-02-24,2020-03-01,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,195.0
10,2020-03-02,2020-03-08,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,174.0
11,2020-03-09,2020-03-15,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,2.0,162.0
12,2020-03-16,2020-03-22,Antofagasta,2,Antofagasta,Temuco,9,Araucanía,1.0,99.0
1,2020-01-01,2020-01-05,Balmaceda,11,Aysén,Temuco,9,Araucanía,2.0,255.0
2,2020-01-06,2020-01-12,Balmaceda,11,Aysén,Temuco,9,Araucanía,3.0,334.0
3,2020-01-13,2020-01-19,Balmaceda,11,Aysén,Temuco,9,Araucanía,3.0,325.0
4,2020-01-20,2020-01-26,Balmaceda,11,Aysén,Temuco,9,Araucanía,3.0,408.0
5,2020-01-27,2020-02-02,Balmaceda,11,Aysén,Temuco,9,Araucanía,2.0,311.0
5,2020-01-27,2020-02-02,Balmaceda,11,Aysén,Temuco,9,Araucanía,1.0,152.0
6,2020-02-03,2020-02-09,Balmaceda,11,Aysén,Temuco,9,Araucanía,3.0,451.0
7,2020-02-10,2020-02-16,Balmaceda,11,Aysén,Temuco,9,Araucanía,3.0,435.0
8,2020-02-17,2020-02-23,Balmaceda,11,Aysén,Temuco,9,Araucanía,3.0,412.0
9,2020-02-24,2020-03-01,Balmaceda,11,Aysén,Temuco,9,Araucanía,3.0,422.0
10,2020-03-02,2020-03-08,Balmaceda,11,Aysén,Temuco,9,Araucanía,2.0,260.0
11,2020-03-09,2020-03-15,Balmaceda,11,Aysén,Temuco,9,Araucanía,2.0,264.0
12,2020-03-16,2020-03-22,Balmaceda,11,Aysén,Temuco,9,Araucanía,2.0,228.0
13,2020-03-23,2020-03-29,Balmaceda,11,Aysén,Temuco,9,Araucanía,1.0,165.0
12,2020-03-16,2020-03-22,Concepción,8,Biobío,Temuco,9,Araucanía,2.0,23.0
17,2020-04-20,2020-04-26,Puerto Montt,10,Los Lagos,Temuco,9,Araucanía,1.0,28.0
32,2020-08-03,2020-08-09,Puerto Montt,10,Los Lagos,Temuco,9,Araucanía,2.0,87.0
33,2020-08-10,2020-08-16,Puerto Montt,10,Los Lagos,Temuco,9,Araucanía,2.0,69.0
34,2020-08-17,2020-08-23,Puerto Montt,10,Los Lagos,Temuco,9,Araucanía,1.0,26.0
1,2020-01-01,2020-01-05,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,2.0,295.0
2,2020-01-06,2020-01-12,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,3.0,412.0
3,2020-01-13,2020-01-19,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,3.0,420.0
4,2020-01-20,2020-01-26,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,3.0,405.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,2.0,286.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,1.0,160.0
6,2020-02-03,2020-02-09,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,3.0,483.0
7,2020-02-10,2020-02-16,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,3.0,472.0
8,2020-02-17,2020-02-23,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,3.0,406.0
9,2020-02-24,2020-03-01,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,2.0,233.0
9,2020-02-24,2020-03-01,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,1.0,101.0
10,2020-03-02,2020-03-08,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,2.0,228.0
11,2020-03-09,2020-03-15,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,1.0,110.0
12,2020-03-16,2020-03-22,Punta Arenas,12,Magallanes,Temuco,9,Araucanía,1.0,140.0
1,2020-01-01,2020-01-05,Santiago,13,Metropolitana,Temuco,9,Araucanía,53.0,8149.0
2,2020-01-06,2020-01-12,Santiago,13,Metropolitana,Temuco,9,Araucanía,80.0,12472.0
3,2020-01-13,2020-01-19,Santiago,13,Metropolitana,Temuco,9,Araucanía,82.0,13728.0
4,2020-01-20,2020-01-26,Santiago,13,Metropolitana,Temuco,9,Araucanía,87.0,14230.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,Temuco,9,Araucanía,63.0,10357.0
5,2020-01-27,2020-02-02,Santiago,13,Metropolitana,Temuco,9,Araucanía,26.0,4261.0
6,2020-02-03,2020-02-09,Santiago,13,Metropolitana,Temuco,9,Araucanía,93.0,15179.0
7,2020-02-10,2020-02-16,Santiago,13,Metropolitana,Temuco,9,Araucanía,90.0,14665.0
8,2020-02-17,2020-02-23,Santiago,13,Metropolitana,Temuco,9,Araucanía,95.0,15199.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,Temuco,9,Araucanía,77.0,10692.0
9,2020-02-24,2020-03-01,Santiago,13,Metropolitana,Temuco,9,Araucanía,16.0,2007.0
10,2020-03-02,2020-03-08,Santiago,13,Metropolitana,Temuco,9,Araucanía,70.0,10202.0
11,2020-03-09,2020-03-15,Santiago,13,Metropolitana,Temuco,9,Araucanía,65.0,9849.0
12,2020-03-16,2020-03-22,Santiago,13,Metropolitana,Temuco,9,Araucanía,39.0,2999.0
13,2020-03-23,2020-03-29,Santiago,13,Metropolitana,Temuco,9,Araucanía,9.0,440.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,34.0
14,2020-03-30,2020-04-05,Santiago,13,Metropolitana,Temuco,9,Araucanía,5.0,171.0
15,2020-04-06,2020-04-12,Santiago,13,Metropolitana,Temuco,9,Araucanía,6.0,104.0
16,2020-04-13,2020-04-19,Santiago,13,Metropolitana,Temuco,9,Araucanía,4.0,117.0
17,2020-04-20,2020-04-26,Santiago,13,Metropolitana,Temuco,9,Araucanía,5.0,215.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Temuco,9,Araucanía,1.0,29.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Temuco,9,Araucanía,1.0,29.0
18,2020-04-27,2020-05-03,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,46.0
19,2020-05-04,2020-05-10,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,87.0
20,2020-05-11,2020-05-17,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,92.0
21,2020-05-18,2020-05-24,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,41.0
22,2020-05-25,2020-05-31,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,85.0
23,2020-06-01,2020-06-07,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,122.0
24,2020-06-08,2020-06-14,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,88.0
25,2020-06-15,2020-06-21,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,107.0
26,2020-06-22,2020-06-28,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,84.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,Temuco,9,Araucanía,1.0,53.0
27,2020-06-29,2020-07-05,Santiago,13,Metropolitana,Temuco,9,Araucanía,3.0,201.0
28,2020-07-06,2020-07-12,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,104.0
29,2020-07-13,2020-07-19,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,105.0
30,2020-07-20,2020-07-26,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,133.0
31,2020-07-27,2020-08-02,Santiago,13,Metropolitana,Temuco,9,Araucanía,2.0,137.0
32,2020-08-03,2020-08-09,Santiago,13,Metropolitana,Temuco,9,Araucanía,4.0,330.0
33,2020-08-10,2020-08-16,Santiago,13,Metropolitana,Temuco,9,Araucanía,4.0,308.0
34,2020-08-17,2020-08-23,Santiago,13,Metropolitana,Temuco,9,Araucanía,5.0,543.0
12,2020-03-16,2020-03-22,Valdivia,14,Los Ríos,Temuco,9,Araucanía,1.0,62.0
12,2020-03-16,2020-03-22,Puerto Natales,12,Magallanes,Temuco,9,Araucanía,1.0,60.0
12,2020-03-16,2020-03-22,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,2.0,40.0
13,2020-03-23,2020-03-29,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,3.0,439.0
14,2020-03-30,2020-04-05,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,40.0
14,2020-03-30,2020-04-05,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,121.0
17,2020-04-20,2020-04-26,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,71.0
18,2020-04-27,2020-05-03,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,108.0
20,2020-05-11,2020-05-17,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,134.0
22,2020-05-25,2020-05-31,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,88.0
24,2020-06-08,2020-06-14,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,2.0,106.0
26,2020-06-22,2020-06-28,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,73.0
28,2020-07-06,2020-07-12,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,2.0,97.0
31,2020-07-27,2020-08-02,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,1.0,9.0
31,2020-07-27,2020-08-02,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,3.0,148.0
32,2020-08-03,2020-08-09,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,10.0,609.0
33,2020-08-10,2020-08-16,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,10.0,605.0
34,2020-08-17,2020-08-23,Antofagasta,2,Antofagasta,Calama,2,Antofagasta,7.0,427.0
22,2020-05-25,2020-05-31,Arica,15,Arica y Parinacota,Calama,2,Antofagasta,1.0,57.0
32,2020-08-03,2020-08-09,Arica,15,Arica y Parinacota,Calama,2,Antofagasta,1.0,58.0
33,2020-08-10,2020-08-16,Arica,15,Arica y Parinacota,Calama,2,Antofagasta,1.0,73.0
1,2020-01-01,2020-01-05,Concepción,8,Biobío,Calama,2,Antofagasta,6.0,989.0
2,2020-01-06,2020-01-12,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,1083.0
3,2020-01-13,2020-01-19,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,1075.0
4,2020-01-20,2020-01-26,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,1227.0
5,2020-01-27,2020-02-02,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,1100.0
5,2020-01-27,2020-02-02,Concepción,8,Biobío,Calama,2,Antofagasta,1.0,180.0
6,2020-02-03,2020-02-09,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,1127.0
7,2020-02-10,2020-02-16,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,1053.0
8,2020-02-17,2020-02-23,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,1059.0
9,2020-02-24,2020-03-01,Concepción,8,Biobío,Calama,2,Antofagasta,6.0,853.0
9,2020-02-24,2020-03-01,Concepción,8,Biobío,Calama,2,Antofagasta,1.0,135.0
10,2020-03-02,2020-03-08,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,1089.0
11,2020-03-09,2020-03-15,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,1027.0
12,2020-03-16,2020-03-22,Concepción,8,Biobío,Calama,2,Antofagasta,6.0,861.0
13,2020-03-23,2020-03-29,Concepción,8,Biobío,Calama,2,Antofagasta,5.0,453.0
14,2020-03-30,2020-04-05,Concepción,8,Biobío,Calama,2,Antofagasta,2.0,262.0
14,2020-03-30,2020-04-05,Concepción,8,Biobío,Calama,2,Antofagasta,2.0,30.0
15,2020-04-06,2020-04-12,Concepción,8,Biobío,Calama,2,Antofagasta,5.0,536.0
16,2020-04-13,2020-04-19,Concepción,8,Biobío,Calama,2,Antofagasta,6.0,729.0
17,2020-04-20,2020-04-26,Concepción,8,Biobío,Calama,2,Antofagasta,5.0,644.0
18,2020-04-27,2020-05-03,Concepción,8,Biobío,Calama,2,Antofagasta,5.0,608.0
18,2020-04-27,2020-05-03,Concepción,8,Biobío,Calama,2,Antofagasta,1.0,74.0
19,2020-05-04,2020-05-10,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,836.0
20,2020-05-11,2020-05-17,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,959.0
21,2020-05-18,2020-05-24,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,880.0
22,2020-05-25,2020-05-31,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,962.0
23,2020-06-01,2020-06-07,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,819.0
24,2020-06-08,2020-06-14,Concepción,8,Biobío,Calama,2,Antofagasta,9.0,865.0
25,2020-06-15,2020-06-21,Concepción,8,Biobío,Calama,2,Antofagasta,8.0,853.0
26,2020-06-22,2020-06-28,Concepción,8,Biobío,Calama,2,Antofagasta,7.0,525.0
27,2020-06-29,2020-07-05,Concepción,8,Biobío,Calama,2,Antofagasta,2.0,182.0
27,2020-06-29,2020-07-05,Concepción,8,Biobío,Calama,2,Antofagasta,4.0,201.0
28,2020-07-06,2020-07-12,Concepción,8,Biobío,Calama,2,Antofagasta,6.0,304.0
29,2020-07-13,2020-07-19,Concepción,8,Biobío,Calama,2,Antofagasta,5.0,391.0
30,2020-07-20,2020-07-26,Concepción,8,Biobío,Calama,2,Antofagasta,4.0,249.0
31,2020-07-27,2020-08-02,Concepción,8,Biobío,Calama,2,Antofagasta,3.0,219.0
32,2020-08-03,2020-08-09,Concepción,8,Biobío,Calama,2,Antofagasta,1.0,72.0
33,2020-08-10,2020-08-16,Concepción,8,Biobío,Calama,2,Antofagasta,1.0,82.0
34,2020-08-17,2020-08-23,Concepción,8,Biobío,Calama,2,Antofagasta,1.0,86.0
13,2020-03-23,2020-03-29,Iquique,1,Tarapacá,Calama,2,Antofagasta,1.0,70.0
16,2020-04-13,2020-04-19,Iquique,1,Tarapacá,Calama,2,Antofagasta,1.0,57.0
20,2020-05-11,2020-05-17,Iquique,1,Tarapacá,Calama,2,Antofagasta,1.0,32.0
22,2020-05-25,2020-05-31,Iquique,1,Tarapacá,Calama,2,Antofagasta,1.0,7.0
25,2020-06-15,2020-06-21,Iquique,1,Tarapacá,Calama,2,Antofagasta,1.0,79.0
32,2020-08-03,2020-08-09,Iquique,1,Tarapacá,Calama,2,Antofagasta,1.0,48.0
33,2020-08-10,2020-08-16,Iquique,1,Tarapacá,Calama,2,Antofagasta,1.0,47.0
1,2020-01-01,2020-01-05,La Serena,4,Coquimbo,Calama,2,Antofagasta,6.0,861.0
2,2020-01-06,2020-01-12,La Serena,4,Coquimbo,Calama,2,Antofagasta,9.0,1293.0
3,2020-01-13,2020-01-19,La Serena,4,Coquimbo,Calama,2,Antofagasta,8.0,1201.0
4,2020-01-20,2020-01-26,La Serena,4,Coquimbo,Calama,2,Antofagasta,8.0,1285.0
5,2020-01-27,2020-02-02,La Serena,4,Coquimbo,Calama,2,Antofagasta,8.0,1152.0
5,2020-01-27,2020-02-02,La Serena,4,Coquimbo,Calama,2,Antofagasta,1.0,170.0
6,2020-02-03,2020-02-09,La Serena,4,Coquimbo,Calama,2,Antofagasta,9.0,1455.0
7,2020-02-10,2020-02-16,La Serena,4,Coquimbo,Calama,2,Antofagasta,9.0,1444.0
8,2020-02-17,2020-02-23,La Serena,4,Coquimbo,Calama,2,Antofagasta,10.0,1560.0
9,2020-02-24,2020-03-01,La Serena,4,Coquimbo,Calama,2,Antofagasta,9.0,1359.0
9,2020-02-24,2020-03-01,La Serena,4,Coquimbo,Calama,2,Antofagasta,1.0,161.0
10,2020-03-02,2020-03-08,La Serena,4,Coquimbo,Calama,2,Antofagasta,9.0,1141.0
11,2020-03-09,2020-03-15,La Serena,4,Coquimbo,Calama,2,Antofagasta,9.0,1101.0
